year,country,iso,eu,gov_right1,gov_cent1,gov_left1,gov_party,gov_right2,gov_cent2,gov_left2,womenpar,instcons,fed,pres,prop,bic,kaopen,openc,realgdpgr,inflation,debt,deficit,pbal,interest,labfopar,unemp,sstran,postfisc_gini
2001,Ireland,IRL,1,100,0,0,1,100,0,0,12,3,0,1,2,2,1,175.1184,6.063547586,4.872904873,35.64359113,0.970202964,2.044235833,5.019166667,69.81233978,3.900000095,7.859144688,NA
2002,Ireland,IRL,1,100,0,0,1,100,0,0,13.3,3,0,1,2,2,1,163.7813,5.571975051,4.614733277,34.27224296,-0.320472695,0.802344257,4.9875,69.76035309,4.5,8.255864143,NA
2003,Ireland,IRL,1,100,0,0,1,100,0,0,13.3,3,0,1,2,2,1,146.3268,3.69037112,3.49048968,33.08115996,0.423684015,1.508840061,4.125,69.82206726,4.599999905,8.271447182,NA
2004,Ireland,IRL,1,100,0,0,1,100,0,0,13.3,3,0,1,2,2,1,146.6663,6.798008473,2.199628507,31.58526441,1.332783913,2.289121578,4.061666667,70.53822327,4.5,8.502389908,29.4
2005,Ireland,IRL,1,100,0,0,1,100,0,0,13.3,3,0,1,2,2,1,148.4617,5.792892739,2.429691984,31.88011935,1.607230357,2.460476651,3.320833333,72.35769653,4.400000095,8.841584206,NA
2006,Ireland,IRL,1,100,0,0,1,100,0,0,13.3,3,0,1,2,2,1,150.0159,5.882668602,3.931639895,28.14200083,2.808074271,3.539444337,3.789166667,73.45036316,4.5,9.077998161,NA
2007,Ireland,IRL,1,92.66,0,7.34,2,96.17,0,3.83,13.3,3,0,1,2,2,1,153.4091,3.74695405,4.897115644,28.06905153,0.272794447,0.886979798,4.328333333,74.27662659,4.699999809,9.673920631,27.5
2008,Ireland,IRL,1,86.67,0,13.33,2,93.05,0,6.95,13.3,3,0,1,2,2,1,159.8132,-4.399305651,4.060304951,48.26086081,-6.978934666,-6.292149386,4.55,73.78153229,6.400000095,11.58411884,NA
2009,Ireland,IRL,1,86.28,0,13.33,2,93.04,0,6.96,13.9,3,0,1,2,2,1,173.681,-4.607662585,-4.478103392,68.68027507,-13.81538785,-12.38126756,5.2325,72.58965302,12,14.27873802,NA
2010,Ireland,IRL,1,80,0,13.33,2,92.89,0,7.11,13.9,3,0,1,2,2,1,190.2288,1.994761225,-0.922095829,85.22936383,-32.128964,-29.80971086,5.9925,71.34234619,13.89999962,14.2517767,28.2
2011,Ireland,IRL,1,17.13,54.43,28.09,2,17.93,54.91,27.16,15.1,3,0,1,2,2,1,184.5021,-0.077347592,2.557188832,112.5653597,-12.65195358,-10.11377175,9.5775,71.04611206,14.69999981,13.79116058,NA
2012,Ireland,IRL,1,0,66.67,33.33,2,0,67.25,32.75,15.1,3,0,1,2,2,1,197.219,-1.08993878,1.696208973,131.8485081,-8.053092573,-4.808524996,5.991666667,70.99266815,14.69999981,13.78938484,NA
2013,Ireland,IRL,1,0,66.67,33.33,2,0,67.25,32.75,15.7,3,0,1,2,2,1,194.0393,1.066634122,0.508714869,134.2843889,-5.720475633,-2.212824593,3.828333333,71.95173645,13.10000038,13.06282425,NA
2014,Ireland,IRL,1,0,66.67,33.33,2,0,67.25,32.75,15.7,3,0,1,2,2,1,209.0751,8.444588491,0.182542317,124.1134631,-3.720775272,-0.326783833,2.264166667,71.69315338,11.30000019,11.893507,NA
2015,Ireland,IRL,1,0,66.66666667,33.33333333,2,0,67.25,32.75,16.3,3,0,1,2,2,1,NA,26.26428698,-0.289879079,92.66332491,-1.969356365,0.443823529,1.113333333,NA,9.399999619,9.058606148,NA
1960,Italy,ITA,1,0,100,0,1,0,100,0,4.2,3,0,0,2,3,NA,26.00571,NA,2.350158894,42.31646065,-0.839430138,-0.098352868,5.258333333,66.60623169,5.300000191,9.8,NA
1961,Italy,ITA,1,0,100,0,1,0,100,0,4.2,3,0,0,2,3,NA,26.31261,8.206577453,2.05068958,41.86594324,-0.734092934,-0.051454832,4.9675,66.20545197,4.900000095,9.09,NA
1962,Italy,ITA,1,0,89.25,10.75,2,0,93.7,6.3,4.2,3,0,0,2,3,NA,26.53616,6.204071182,4.691148376,42.49668482,-0.926399565,-0.298908267,5.0475,64.98140717,4.300000191,9.54,NA
1963,Italy,ITA,1,0,91.58,8.42,2,0,94.28,5.72,4.6,3,0,0,2,3,NA,27.1715,5.610202999,7.454717491,44.9313029,-1.055167509,-0.535008643,5.19,63.11632919,3.700000048,10.07,NA
1964,Italy,ITA,1,0,65.38,34.62,3,0,69.12,30.88,4.6,3,0,0,2,3,NA,26.18928,2.79648442,5.91232153,46.30071204,-0.731487247,-0.251688777,5.738333333,62.64236069,4,9.98,NA
1965,Italy,ITA,1,0,65.38,34.62,3,0,69.12,30.88,4.6,3,0,0,2,3,NA,27.1157,3.268931823,4.519270741,48.9775178,-3.410416758,-2.909374111,5.39,61.51749039,5,11.58,NA
1966,Italy,ITA,1,0,65.38,34.62,3,0,69.12,30.88,4.6,3,0,0,2,3,NA,28.4341,5.984688831,2.346590909,49.91039065,-3.36371588,-2.782064327,5.4875,60.56896973,5.400000095,11.76,NA
1967,Italy,ITA,1,0,65.38,34.62,3,0,69.12,30.88,4.6,3,0,0,2,3,NA,28.69034,7.178654763,3.733333333,51.15930734,-1.988792913,-1.29603636,5.589166667,60.77135849,5,11.67,NA
1968,Italy,ITA,1,0,81.53,18.47,2,0,83.79,16.21,2.7,3,0,0,2,3,NA,29.26581,6.544497662,1.277313625,53.77197954,-2.476280155,-1.690203236,5.608333333,60.82709885,5.300000191,12.6,NA
1969,Italy,ITA,1,0,80.27,19.73,2,0,85.31,14.69,2.7,3,0,0,2,3,NA,31.1845,6.098081023,2.657253907,54.15359133,-2.773206994,-1.959740915,5.798333333,60.16609955,5.300000191,12.4,NA
1970,Italy,ITA,1,0,73.46,26.54,2,0,80.95,19.05,2.7,3,0,0,2,3,0.4145133,30.18026,5.310490354,4.968320198,54.59661878,-3.133285167,-2.409283679,7.733333333,60.1322403,5.099999905,12.36423,NA
1971,Italy,ITA,1,0,63.17,36.83,3,0,74.65,25.35,2.7,3,0,0,2,3,0.4145133,30.47833,1.93405685,4.791666667,58.81718248,-4.58517081,-3.703333337,6.996666667,60.00986099,5.099999905,13.08422,NA
1972,Italy,ITA,1,7.94,77.27,14.79,2,3.39,88.55,8.06,3.8,3,0,0,2,3,0.2488163,31.90891,3.154279971,5.749502982,65.131538,-6.651274837,-5.558757927,6.591666667,59.35200119,6,13.90235,NA
1973,Italy,ITA,1,10.54,65.43,24.04,2,4.49,81.59,13.91,3.8,3,0,0,2,3,0.2488163,34.1567,6.548872733,10.79861633,69.60753994,-6.185743764,-4.919821008,6.919166667,59.60456085,5.900000095,13.75883,NA
1974,Italy,ITA,1,0,66.43,33.57,3,0,77.66,22.34,3.8,3,0,0,2,3,0.165697,40.91306,5.276768225,19.15976653,69.21087762,-6.068237409,-4.476506232,9.611666667,59.85668182,5,13.72303,NA
1975,Italy,ITA,1,0,100,0,1,0,100,0,3.8,3,0,0,2,3,0,37.5016,-2.049641551,16.95050407,81.39325607,-9.998309856,-7.724728282,10.03916667,60.10572052,5.5,15.64549,NA
1976,Italy,ITA,1,0,98.06,0,1,0,100,0,7.5,3,0,0,2,3,0,41.3035,6.528505504,16.61417028,81.17723953,-7.665256826,-5.019454074,12.65666667,60.69329834,6.199999809,15.58883,NA
1977,Italy,ITA,1,0,95.45,0,1,0,100,0,7.5,3,0,0,2,3,0,41.92268,2.358976326,17.13003685,84.70860958,-6.768678989,-3.846014097,14.71166667,61.26509857,6.699999809,15.23703,NA
1978,Italy,ITA,1,0,95.28,0,1,0,100,0,7.5,3,0,0,2,3,0,41.3799,3.650845753,12.09401709,89.80859183,-8.24241755,-4.735957521,13.0525,61.14513016,6.699999809,16.4573,NA
1979,Italy,ITA,1,3.27,78.76,13.68,2,1.33,93.81,4.86,8.4,3,0,0,2,3,0,43.82869,5.531316,14.79857669,88.43700072,-8.006417568,-4.563417686,13.0225,61.61603928,7.199999809,15.70182,NA
1980,Italy,ITA,1,2.05,66.9,28.99,2,0.83,82.79,16.38,8.4,3,0,0,2,3,0,43.08875,3.477944452,21.06417363,85.81310387,-6.743669266,-3.042172432,15.2525,61.88360977,7.099999905,12.30683937,NA
1981,Italy,ITA,1,1.83,61.81,36.36,3,1.32,75.96,22.72,8.4,3,0,0,2,3,0,45.4044,0.780866945,17.96929661,90.13842568,-10.54455517,-6.247514768,19.3575,61.67792892,7.400000095,13.82738727,NA
1982,Italy,ITA,1,3.78,60.1,36.13,3,2.57,74.94,22.49,8.4,3,0,0,2,3,0.4145133,43.62589,0.325586046,16.48040741,93.91452707,-9.716528614,-3.939982489,20.215,61.28532028,8,14.03675318,NA
1983,Italy,ITA,1,6.95,55.48,37.57,3,3.35,72.05,24.6,7.6,3,0,0,2,3,0.4145133,40.29841,1.365851597,14.64658732,78.58637153,-9.795668922,-2.80435054,18.29916667,61.30709839,7.400000095,14.87727159,NA
1984,Italy,ITA,1,6.67,63.33,30,2,4.3,69.36,26.33,7.6,3,0,0,2,3,0.4145133,42.55042,3.210281796,10.79449153,81.41315447,-11.12571713,-3.617890174,15.59916667,61.37472153,7.900000095,14.49308964,NA
1985,Italy,ITA,1,6.67,63.33,30,2,4.3,69.36,26.33,7.6,3,0,0,2,3,0.4145133,42.75245,2.839619629,9.205992447,87.88007643,-11.99541834,-4.490003388,13.7125,61.4495697,8.199999809,14.80441744,NA
1986,Italy,ITA,1,6.67,63.33,30,2,4.3,69.36,26.33,7.6,3,0,0,2,3,0.4145133,36.26121,2.970408119,5.823544114,91.72555684,-11.56951843,-3.746687155,11.468,62.16938019,8.899999619,14.78115047,30.9
1987,Italy,ITA,1,3.38,62.09,24.47,2,2.48,77.2,20.32,12.9,3,0,0,2,3,0.4145133,35.65881,2.957681665,4.747283892,95.38081479,-11.16582563,-4.060335186,10.64291667,62.4148407,9.600000381,14.64002962,33.7
1988,Italy,ITA,1,3.33,62.4,34.27,3,2.85,67.67,29.48,12.9,3,0,0,2,3,0.4145133,35.20606,4.299823003,5.058248779,97.64241079,-10.70105184,-3.187557118,10.89575,62.75606918,9.699999809,14.61308473,NA
1989,Italy,ITA,1,4.63,60.19,35.18,3,2.85,67.67,29.48,12.9,3,0,0,2,3,0.4145133,37.15298,3.474919299,6.259836887,94.40395476,-11.06297296,-2.715986863,12.78725,62.58317184,9.699999809,15.03514374,29.6
1990,Italy,ITA,1,6.67,56.67,36.67,3,2.85,67.67,29.48,12.9,3,0,0,2,3,0.474916,36.67144,1.952006424,6.456608093,96.4141231,-11.08830645,-1.855714754,13.53625,63.05047989,8.899999619,14.96654325,NA
1991,Italy,ITA,1,6.67,54.32,39.01,3,2.96,66.34,30.7,12.9,3,0,0,2,3,0.5353188,34.21734,1.53228249,6.25,99.1837313,-11.03227106,-0.565566867,13.28208333,62.93067932,8.5,15.06697738,28.6
1992,Italy,ITA,1,7.19,43.77,37.25,3,4.1,63.99,31.9,8.1,3,0,0,2,3,0.5957215,35.15387,0.699384924,5.270588235,105.5723366,-10.05831237,1.194749637,13.26575,62.06977081,8.800000191,16.0009773,NA
1993,Italy,ITA,1,5.27,30.28,27.66,3,5.14,62.29,32.57,8.1,3,0,0,2,3,0.9395973,37.86374,-0.857926144,4.626732231,114.827207,-9.725927242,1.946657114,11.18691667,58.70149994,9.699999809,16.50712063,33.9
1994,Italy,ITA,1,48.66,19.84,8.48,2,60.56,27.93,11.51,15.1,3,0,0,1,3,1,40.50533,2.281255462,4.051840775,119.4536603,-8.796901081,1.410873294,10.51883333,58.4833107,10.60000038,16.73557319,NA
1995,Italy,ITA,1,3.2,0.67,0,1,3.98,0.4,0,15.1,3,0,0,1,3,1,45.8083,2.961323956,5.23542294,121.0294464,-7.240700935,3.067586924,12.20583333,58.63367844,11.19999981,15.65214157,34.1
1996,Italy,ITA,1,0,23.84,29.79,3,0,22.08,40.49,11.1,3,0,0,1,3,1,42.96715,1.000122909,4.006980555,127.1604297,-6.652576868,3.731574818,9.400666667,59.09518814,11.19999981,15.89236546,NA
1997,Italy,ITA,1,0,36.36,50,3,0,35.29,64.71,11.1,3,0,0,1,3,1,44.66518,1.96767328,2.04310552,128.5353316,-3.008740981,5.647764271,6.86025,59.58623886,11.19999981,16.31636238,NA
1998,Italy,ITA,1,0,37.8,49.67,3,0,35.29,64.71,11.1,3,0,0,1,3,1,45.19281,1.456197189,1.95508794,130.7418483,-3.022780142,4.489444051,4.8825,60.43310165,11.30000019,16.02440262,34.3
1999,Italy,ITA,1,0,44.11,48.46,3,0,35.29,64.71,11.1,4,0,0,1,3,1,44.70748,1.508599767,1.663457836,123.8740201,-1.806321732,4.328014179,4.7275,61.0718689,10.89999962,16.24914932,NA
2000,Italy,ITA,1,0,27.12,57.94,4,0,35.29,64.71,11.1,4,0,0,1,3,1,50.45447,3.968351612,2.537686539,118.8228726,-1.321754628,4.531707133,5.576083333,61.76276016,10,15.79345703,33.2
2001,Italy,ITA,1,40.24,15.91,24.51,2,49.45,22.01,28.54,9.8,4,0,0,1,3,1,50.18807,1.581461076,2.785165485,118.1860445,-3.394632854,2.404525187,5.187083333,62.42813873,9,15.63704205,NA
2002,Italy,ITA,1,72,8,0,1,88.48,11.52,0,9.8,4,0,0,1,3,1,48.17815,0.247281014,2.465320204,117.0079584,-3.074446157,2.15600759,5.034166667,62.96625137,8.5,15.92204762,NA
2003,Italy,ITA,1,72,8,0,1,88.48,11.52,0,11.5,4,0,0,1,3,1,46.24858,0.238103105,2.672558923,114.2586794,-3.412119675,1.352327253,4.295833333,63.06528091,8.399999619,16.13313103,NA
2004,Italy,ITA,1,76,8,0,1,88.48,11.52,0,11.5,4,0,0,1,3,1,47.52221,1.36911486,2.206736353,116.2981739,-3.572808923,0.899391817,4.258675,63.53693008,8,16.19725418,34
2005,Italy,ITA,1,78.39,7.2,0,1,88.48,11.52,0,11.5,4,0,0,1,3,1,49.39114,1.152503407,1.985294118,118.925235,-4.171913497,0.16004011,3.555421667,63.28815842,7.699999809,16.26104927,NA
2006,Italy,ITA,1,29.15,5.03,53.44,3,32.97,6.26,60.77,17.3,4,0,0,2,3,1,53.26769,2.101409261,2.090843547,116.2506511,-3.582820402,0.65375556,4.046141667,63.61098862,6.800000191,16.2808094,NA
2007,Italy,ITA,1,0,3.7,85.19,4,0,3.14,96.86,17.3,4,0,0,2,3,1,55.18779,1.332205444,1.829738059,111.7385109,-1.526787305,3.013433607,4.487258333,63.39176941,6.099999905,16.42737961,NA
2008,Italy,ITA,1,62.07,4.25,29.79,2,65.03,1.1,33.88,21.3,4,0,0,2,3,1,54.69178,-1.066629573,3.347834311,114.5621736,-2.692713756,2.014448481,4.681066667,63.94395828,6.699999809,16.98801422,32.5
2009,Italy,ITA,1,98.42,1.58,0,1,100,0,0,21.3,4,0,0,2,3,1,45.5866,-5.517656717,0.77476818,127.4202752,-5.273061995,-1.047410379,4.311183333,63.23347855,7.699999809,18.54097748,NA
2010,Italy,ITA,1,100,0,0,1,100,0,0,21.3,4,0,0,2,3,1,52.30714,1.64600052,1.525516072,126.1738559,-4.250130167,-0.118230746,4.035708333,62.98659134,8.399999619,18.61591148,33.1
2011,Italy,ITA,1,87.95,0,0,1,87.95,0,0,21.6,4,0,0,2,3,1,55.5357,0.718525368,2.780633236,119.5704244,-3.710639335,0.753409783,5.422758333,63.04421997,8.399999619,18.59449768,NA
2012,Italy,ITA,1,0,0,0,NA,0,0,0,21.4,4,0,0,2,3,1,56.13591,-2.853667523,3.04136253,138.3557836,-2.92677806,2.076006523,5.492675,64.58318329,10.69999981,19.30507469,NA
2013,Italy,ITA,1,21.84,5.95,30.88,3,18.51,2.28,47.16,31.4,4,0,0,2,3,1,55.42256,-1.746847057,1.219992129,145.5055367,-2.924438713,1.730066427,4.316425,64.48352051,12.10000038,19.92323303,NA
2014,Italy,ITA,1,7.03,23.82,62.12,4,8.05,8.44,83.51,31.4,4,0,0,2,3,1,56.11292,0.19103906,0.241057543,158.3677394,-3.019490407,1.378148196,2.8932,65.15379333,12.69999981,20.15399742,32.3
2015,Italy,ITA,1,0.580177276,24.544722,68.99274778,5,0.754643397,8.796312917,90.44904369,31,4,0,0,2,3,1,NA,0.663478958,0.03878675,159.579414,-2.687692081,1.279476919,1.71395,NA,11.89999962,20.22511292,NA
1960,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,20.59406,NA,3.574512174,NA,-1.645426241,-1.637369856,NA,80.70630812,1.700000048,3.8,NA
1961,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,19.78093,11.85314251,5.368456152,NA,-0.731886629,-0.817896076,NA,80.63704564,1.399999976,3.5,NA
1962,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,18.34933,8.596554244,6.835443038,NA,-1.523253732,-1.697827912,NA,79.57857625,1.299999952,3.7,NA
1963,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,18.53885,8.787504666,6.706903334,NA,-1.956293394,-2.125346628,NA,78.19367009,1.299999952,4,NA
1964,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,18.80294,11.18565517,3.800387418,NA,-1.963286446,-2.219066135,NA,77.04089052,1.100000024,4,NA
1965,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,19.25984,5.673023514,6.656002843,NA,-2.248304539,-2.640063235,NA,76.77912981,1.200000048,4.8,NA
1966,Japan,JPN,0,100,0,0,1,100,0,0,1.5,2,0,0,1,3,NA,19.21757,10.24841344,5.040826529,NA,-2.721604845,-3.004109304,NA,77.06464405,1.299999952,4.8,NA
1967,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,NA,18.72159,11.08392651,3.98984691,NA,-1.437295765,-1.67071953,6.899166667,77.35792198,1.299999952,4.6,NA
1968,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,NA,18.74291,11.90900674,5.339435545,NA,-1.273289025,-1.478491371,6.983333333,77.53586594,1.200000048,4.5,NA
1969,Japan,JPN,0,100,0,0,1,100,0,0,1.6,2,0,0,1,3,NA,19.14369,11.95308269,5.249818972,NA,-0.938247382,-1.210023413,6.985833333,77.11134496,1.100000024,4.5,NA
1970,Japan,JPN,0,100,0,0,1,100,0,0,1.6,2,0,0,1,3,0.4145133,19.97665,10.28240647,6.924173179,10.27394715,-0.56006501,-0.869674587,7.044166667,77.25468938,1.100000024,4.62758,NA
1971,Japan,JPN,0,100,0,0,1,100,0,0,1.6,2,0,0,1,3,0.4145133,20.33824,4.389103414,6.395348837,11.50820632,-1.065305695,-1.441325295,7.0525,77.06103982,1.200000048,4.81108,NA
1972,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,0.6979864,18.52762,8.413496388,4.843517139,15.31018112,-2.234489938,-2.568191957,6.883333333,76.37689021,1.399999976,5.14707,NA
1973,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,0.6979864,19.70107,8.032650664,11.60862355,14.86448975,-1.77405127,-2.075449048,7.136666667,77.37818067,1.299999952,5.15004,NA
1974,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,0.6979864,27.46488,-1.225196396,23.22224581,11.5689613,-1.737339914,-2.05858012,8.1875,76.46738959,1.399999976,6.18509,NA
1975,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,0.6979864,25.11159,3.091486617,11.73126615,18.50637199,-4.727490034,-4.929572641,8.4625,75.54038872,1.899999976,7.74605,NA
1976,Japan,JPN,0,100,0,0,1,100,0,0,1.2,2,0,0,1,3,0.6979864,25.85627,3.975028438,9.374036386,24.8604809,-5.337499239,-5.257324369,8.585833333,75.67581057,2,8.49194,NA
1977,Japan,JPN,0,100,0,0,1,100,0,0,1.2,2,0,0,1,3,0.6979864,24.12498,4.39033795,8.161826896,29.81851737,-5.242502249,-4.883310087,7.465833333,76.04126768,2,8.91736,NA
1978,Japan,JPN,0,100,0,0,1,100,0,0,1.2,2,0,0,1,3,0.6979864,20.1419,5.272020094,4.209566011,37.75664412,-6.289465479,-5.705175035,6.369166667,76.34180519,2.200000048,9.43587,NA
1979,Japan,JPN,0,100,0,0,1,100,0,0,2.2,2,0,0,1,3,0.7583891,23.62585,5.483925755,3.701850925,41.95555764,-5.345327735,-4.5356967,8.3325,76.44700426,2.099999905,9.84344,NA
1980,Japan,JPN,0,100,0,0,1,100,0,0,1.8,2,0,0,1,3,0.8187919,27.79481,2.817592205,7.778581766,45.89908144,-4.680206496,-3.61006458,8.870833333,76.2011219,2,10.06579,NA
1981,Japan,JPN,0,100,0,0,1,100,0,0,1.8,2,0,0,1,3,0.8791946,28.10743,4.176879121,4.912162918,51.46488048,-4.016854047,-2.836634965,8.376666667,76.55637047,2.200000048,10.53322,NA
1982,Japan,JPN,0,100,0,0,1,100,0,0,1.8,2,0,0,1,3,0.9395973,27.7735,3.376505892,2.741040956,57.24161603,-3.892297804,-2.468029111,8.330577044,76.54620744,2.400000095,10.96546,NA
1983,Japan,JPN,0,100,0,0,1,100,0,0,1.6,2,0,0,1,3,1,25.60439,3.060805339,1.899719713,63.26381465,-3.96968835,-2.167983407,7.827613331,77.07985118,2.599999905,11.23435,NA
1984,Japan,JPN,0,100,0,0,1,100,0,0,1.6,2,0,0,1,3,1,26.84113,4.463899016,2.261613692,65.30362072,-2.571000173,-0.634972865,7.247087498,76.57021498,2.700000048,10.96442,NA
1985,Japan,JPN,0,100,0,0,1,100,0,0,1.6,2,0,0,1,3,1,24.85131,6.333356889,2.032277346,67.58301366,-1.225647853,0.698830367,6.512014312,76.21328285,2.599999905,7.21824304,NA
1986,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,1,18.34718,2.831076641,0.595586799,73.12960214,-1.199647545,0.681538175,5.348885057,75.95365017,2.799999952,7.40980651,NA
1987,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,1,17.3522,4.107427064,0.126176842,74.8143865,-0.195794114,1.61219351,4.640246163,75.57465287,2.799999952,7.650784849,NA
1988,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,1,17.40198,7.146693707,0.67855758,70.875945,0.685279823,2.261291951,4.771474606,75.4804477,2.5,7.438825517,NA
1989,Japan,JPN,0,100,0,0,1,100,0,0,1.4,2,0,0,1,3,1,18.99055,5.370152519,2.272289621,64.91975623,1.487047993,2.781850241,5.156481657,75.75574436,2.299999952,7.161036394,NA
1990,Japan,JPN,0,100,0,0,1,100,0,0,2.3,2,0,0,1,3,1,19.66722,5.572398299,3.078516287,62.23497985,2.21518457,3.273530776,6.898545688,76.5474385,2.099999905,7.342681822,NA
1991,Japan,JPN,0,100,0,0,1,100,0,0,2.3,2,0,0,1,3,1,18.17619,3.324340775,3.251438488,61.56863648,2.02718565,2.899665073,6.397552372,77.72228474,2.099999905,6.976220533,NA
1992,Japan,JPN,0,100,0,0,1,100,0,0,2.3,2,0,0,1,3,1,17.41268,0.819008225,1.760283061,65.83486076,0.710396909,1.670332683,5.246168626,78.38915091,2.200000048,7.242085199,NA
1993,Japan,JPN,0,73.52,7.57,15.13,2,77.08,8.36,14.55,2.7,2,0,0,1,3,1,15.92399,0.171062756,1.243045897,71.93557089,-2.415800639,-1.409220473,4.182522036,78.78873286,2.5,7.620343353,NA
1994,Japan,JPN,0,55.11,11.04,28.34,2,60.48,14.53,25,2.7,2,0,0,1,3,1,16.01494,0.86359985,0.695458058,76.80517835,-3.761013379,-2.718320078,4.196188083,79.16883057,2.900000095,7.905924718,NA
1995,Japan,JPN,0,69.52,0,28.57,2,72.91,4.18,22.91,2.7,2,0,0,1,3,0.9395973,16.7497,2.742187977,-0.127899045,84.38558572,-4.32756899,-3.222644475,3.396550855,79.43204868,3.099999905,8.423324455,NA
1996,Japan,JPN,0,67.76,0,28.19,2,76.98,3.55,19.47,4.6,2,0,0,1,3,0.9395973,18.93944,3.099952825,0.136600359,91.06984903,-4.906116675,-3.785191864,3.028945988,79.77214841,3.400000095,8.591719102,NA
1997,Japan,JPN,0,100,0,0,1,100,0,0,4.6,3,0,0,1,3,0.9395973,20.38761,1.076511466,1.747804587,100.0235986,-3.531754167,-2.39582134,2.338599408,80.49757588,3.400000095,8.717383065,NA
1998,Japan,JPN,0,97.98,0,0,1,100,0,0,4.8,3,0,0,1,3,0.9395973,19.68888,-1.128756136,0.661974191,110.3735596,-10.15973611,-8.902283847,1.494110038,80.27679989,4.099999905,9.338211446,NA
1999,Japan,JPN,0,94.45,1.05,0,1,96.2,3.8,0,4.6,3,0,0,1,3,0.9395973,18.75639,-0.251998457,-0.341296928,122.726367,-6.80879004,-5.531684871,1.753772038,79.83148528,4.699999809,9.858582794,NA
2000,Japan,JPN,0,89.15,4.35,0,1,86.35,13.65,0,7.3,3,0,0,1,3,1,20.30605,2.779542545,-0.676578684,132.2680252,-7.353552076,-6.079178897,1.765366274,79.65582311,4.699999809,10.03808889,NA
2001,Japan,JPN,0,80.67,5.18,0,1,88.5,11.5,0,7.3,3,0,0,1,3,1,20.25789,0.406249445,-0.740055504,137.7193335,-6.227626887,-5.258056806,1.327430069,79.83224788,5,10.35858063,NA
2002,Japan,JPN,0,77.78,5.56,0,1,88.5,11.5,0,7.3,3,0,0,1,3,1,21.16393,0.118100784,-0.923494027,145.0899607,-7.412058695,-6.626553191,1.251722232,79.56794157,5.400000095,10.92365576,NA
2003,Japan,JPN,0,77.78,5.56,0,1,88.24,11.76,0,7.1,3,0,0,1,3,1,22.0903,1.528242023,-0.256541816,152.7350268,-7.502801703,-6.843605986,0.986402755,79.78865653,5.300000191,10.97734251,NA
2004,Japan,JPN,0,82.15,5.56,0,1,87.56,12.44,0,7.1,3,0,0,1,3,1,24.46337,2.204730325,-0.008573388,157.0740913,-5.323788235,-4.860686552,1.487416325,80.09991067,4.699999809,11.09930353,NA
2005,Japan,JPN,0,94.44,5.56,0,1,87.95,12.05,0,9,3,0,0,1,3,1,27.21758,1.662732005,-0.282946069,156.690369,-4.410007462,-4.269546903,1.371733492,81.05079245,4.400000095,10.39627743,NA
2006,Japan,JPN,0,92.97,5.56,0,1,90.47,9.53,0,9.4,3,0,0,1,3,1,31.08647,1.42002553,0.249355116,154.5477412,-2.970810984,-3.016381159,1.734220784,81.87364147,4.099999905,10.59095669,NA
2007,Japan,JPN,0,86.96,5.56,0,1,90.47,9.53,0,9.4,3,0,0,1,3,1,33.80276,1.654262434,0.060039454,154.3578963,-2.756351795,-2.743618771,1.673940987,82.6984605,3.799999952,10.78959465,NA
2008,Japan,JPN,0,87.14,5.56,0,1,90.47,9.53,0,9.4,3,0,0,1,3,1,35.22832,-1.093498814,1.380078862,159.1098206,-4.11944481,-3.793201589,1.485759125,83.14216282,4,11.24623299,30.4
2009,Japan,JPN,0,68.39,29.98,1.63,2,64.21,35.12,0.66,11.3,3,0,0,1,3,1,25.02484,-5.417080769,-1.35283673,176.965062,-9.776443812,-9.283778933,1.341149077,83.59981839,5.099999905,12.6685133,NA
2010,Japan,JPN,0,5.57,90.58,2.24,2,0.92,98.17,0.91,11.3,3,0,0,1,3,1,29.19017,4.192267018,-0.719979429,181.360157,-9.146084572,-8.571411441,1.16854967,82.9879123,5,12.81934643,NA
2011,Japan,JPN,0,5.56,87.21,0,1,0.93,99.07,0,10.8,3,0,0,1,3,1,31.20105,-0.115461941,-0.267633601,196.8651031,-9.088019438,-8.340392972,1.11704569,82.83276576,4.599999905,13.18819237,NA
2012,Japan,JPN,0,6.44,90.6,0,1,2.39,97.61,0,7.9,3,0,0,1,3,1,31.37659,1.495028543,-0.051939058,205.6997656,-8.302536058,-7.464322168,0.848876726,83.83660742,4.300000191,13.19954491,NA
