year,country,iso,eu,gov_right1,gov_cent1,gov_left1,gov_party,gov_right2,gov_cent2,gov_left2,womenpar,instcons,fed,pres,prop,bic,kaopen,openc,realgdpgr,inflation,debt,deficit,pbal,interest,labfopar,unemp,sstran,postfisc_gini
1960,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,27.42742,NA,3.728813559,NA,0.458213586,1.637458869,NA,NA,1.246594071,5.5,NA
1961,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,26.59769,-0.003991936,2.287581699,NA,-0.357624615,1.524425768,NA,NA,2.455487967,6.1,NA
1962,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,26.85435,5.52506038,-0.319488818,NA,-0.793822456,0.565037642,NA,NA,2.319218636,6,NA
1963,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,28.72476,6.093025895,0.641025641,NA,-0.506212261,0.829675222,NA,NA,1.867157698,5.9,NA
1964,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,28.50001,6.243737542,2.866242038,NA,-0.080390213,1.426062733,NA,67.23930359,1.448286772,5.7,NA
1965,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,28.08008,4.988068508,3.405572755,NA,-0.731644434,0.677167042,NA,67.65817261,1.363484979,5.8,NA
1966,Australia,AUS,0,100,0,0,1,100,0,0,0.8,3,1,0,1,4,NA,26.80404,2.922193131,3.293413174,NA,-1.813948874,-0.280953545,NA,68.54257202,1.688496947,5.7,NA
1967,Australia,AUS,0,100,0,0,1,100,0,0,0.8,3,1,0,1,4,NA,26.79757,7.195437858,3.47826087,NA,-1.806760536,-0.446731676,NA,69.44941711,1.816037655,5.6,NA
1968,Australia,AUS,0,100,0,0,1,100,0,0,0.8,3,1,0,1,4,NA,25.30394,5.299605934,2.521008403,NA,-1.348576473,-0.037436739,NA,69.55122375,1.65241003,5.1,NA
1969,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,NA,26.21002,6.253267659,3.278688525,NA,-0.145596765,1.305171289,NA,69.80354309,1.573383451,5.4,NA
1970,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,0.4145133,25.60431,6.944980383,3.439153439,NA,-0.071755941,1.341615506,6.646666667,70.78222656,1.493359327,3.472635269,NA
1971,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,0.4145133,24.86617,3.869456983,6.138107417,NA,-0.487371946,0.906964608,6.713333333,69.35835266,1.737491488,3.666179895,NA
1972,Australia,AUS,0,96.45,0,3.55,2,96.45,0,3.55,0,3,1,0,1,4,0.4145133,25.24639,2.289179379,6.024096386,NA,-0.88717212,0.351596091,5.831666667,69.50713348,2.621435404,4.148085594,NA
1973,Australia,AUS,0,0,0,100,5,0,0,100,0,3,1,0,1,4,0.4145133,26.42753,4.363532764,9.090909091,NA,-0.184724218,1.119213489,6.933333333,69.9313736,1.886077166,4.172537804,NA
1974,Australia,AUS,0,0,0,100,5,0,0,100,0.8,3,1,0,1,4,0.4145133,29.06969,1.601895631,15.41666667,NA,-0.997135738,0.479742517,9.036666667,70.2038269,2.463405848,5.03096962,NA
1975,Australia,AUS,0,13.7,0,86.3,4,13.7,0,86.3,0,3,1,0,1,4,0.4145133,26.95397,2.419663392,15.16245487,NA,-2.914880221,-1.456215675,9.741666667,70.39002228,4.770507813,5.765166283,NA
1976,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,0.4145133,28.72426,3.888248787,13.32288401,NA,-3.021132214,-1.492052598,10.03083333,70.19806671,4.952014446,6.591074467,NA
1977,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,0.4145133,28.27149,1.486018577,12.30982019,NA,-3.511066394,-1.835871463,10.22666667,70.32157898,5.909198284,7.039838314,NA
1978,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,0.4145133,29.72952,2.014849613,8.004926108,NA,-4.179642291,-2.313775063,9.06,69.61016083,6.499222755,6.754650116,NA
1979,Australia,AUS,0,100,0,0,1,100,0,0,0,3,1,0,1,4,0.4145133,32.40879,4.617828181,9.122006842,NA,-2.884201682,-0.745305458,9.749166667,69.89115143,6.122083664,6.448663235,NA
1980,Australia,AUS,0,100,0,0,1,100,0,0,2.4,3,1,0,1,4,0.4145133,31.70403,2.726435118,10.13584117,NA,-2.278131844,0.165112013,11.6475,70.68039703,6.187365532,6.357284546,NA
1981,Australia,AUS,0,100,0,0,1,100,0,0,2.4,3,1,0,1,4,0.4145133,30.4194,4.177560388,9.487666034,NA,-2.686287278,0.008915126,13.95833333,70.63059235,5.881696224,6.345395565,26.5
1982,Australia,AUS,0,100,0,0,1,100,0,0,2.4,3,1,0,1,4,0.4145133,29.27019,-0.355185305,11.35181976,NA,-3.736493816,-0.846015457,15.375,70.22605896,7.045244694,7.225071907,NA
1983,Australia,AUS,0,18.9,0,81.1,4,18.9,0,81.1,4.8,3,1,0,1,4,0.4145133,28.62017,-0.154089134,10.03891051,NA,-4.924803306,-1.817260153,13.8875,69.93776703,10.34975719,7.427445412,NA
1984,Australia,AUS,0,0,0,100,5,0,0,100,5.4,3,1,0,1,4,0.474916,32.60182,6.524823689,3.96039604,NA,-4.871284992,-1.387387705,13.525,70.15782166,8.922535896,7.25731039,NA
1985,Australia,AUS,0,0,0,100,5,0,0,100,5.4,3,1,0,1,4,0.8187919,33.12672,5.097235058,6.734693878,NA,-4.894638821,-0.926349159,13.95416667,70.57531738,8.258135796,7.030200481,27.6
1986,Australia,AUS,0,0,0,100,5,0,0,100,5.4,3,1,0,1,4,0.8791946,32.61229,1.943480866,9.050350542,NA,-4.129357367,0.209804541,13.41666667,71.9828186,8.080572128,6.870380878,NA
1987,Australia,AUS,0,0,0,100,5,0,0,100,6.1,3,1,0,1,4,0.9395973,32.65261,5.275105444,8.533021625,NA,-2.376925475,1.780351261,13.19166667,72.21021271,8.106394768,6.661942005,NA
1988,Australia,AUS,0,0,0,100,5,0,0,100,6.1,3,1,0,1,4,1,32.15547,4.513333557,7.215939688,NA,-0.720072317,3.148524728,12.10416667,72.84588623,7.22580862,6.159496784,NA
1989,Australia,AUS,0,0,0,100,5,0,0,100,6.1,3,1,0,1,4,1,32.26496,4.254399058,7.533902562,24.94849868,0.594354785,2.499839258,13.40833333,73.79556274,6.174987793,6.156442642,28.4
1990,Australia,AUS,0,0,0,100,5,0,0,100,6.8,3,1,0,1,4,1,32.2873,1.371501667,7.333021952,24.88153319,-0.332021197,1.229734987,13.18,74.55375671,6.925963879,7.011293888,NA
1991,Australia,AUS,0,0,0,100,5,0,0,100,6.8,3,1,0,1,4,1,33.13531,-1.293284372,3.17667537,30.82529279,-2.896513341,-1.433143175,10.69083333,74.05014801,9.579231262,7.952339649,NA
1992,Australia,AUS,0,0,0,100,5,0,0,100,6.8,3,1,0,1,4,1,35.46711,3.010130943,1.012231126,34.97036057,-4.462097602,-2.301795012,9.22,73.89346313,10.7287674,8.217171669,NA
1993,Australia,AUS,0,0,0,100,5,0,0,100,8.8,3,1,0,1,4,1,36.46915,4.160229931,1.753653445,40.56172551,-2.803580402,-1.432950847,7.280833333,73.61195374,10.87377262,8.449090958,NA
1994,Australia,AUS,0,0,0,100,5,0,0,100,8.8,3,1,0,1,4,1,37.72337,4.642027008,1.969634797,40.35137843,-2.405323263,-0.499366475,9.041666667,74.3115387,9.718678474,8.196513176,NA
1995,Australia,AUS,0,0,0,100,5,0,0,100,9.5,3,1,0,1,4,1,38.21131,3.491259643,4.6277666,41.73794314,-1.681182035,0.299214902,9.210895277,75.1169281,8.469256401,8.23870182,28.7
1996,Australia,AUS,0,80.87,0,19.13,2,80.87,0,19.13,15.5,3,1,0,1,4,0.9395973,37.9448,3.968126096,2.615384615,39.36977192,-0.441681662,1.163113424,8.209207058,75.19889069,8.506212234,8.240526199,NA
1997,Australia,AUS,0,100,0,0,1,100,0,0,15.5,3,1,0,1,4,0.8791946,39.96909,3.888847072,0.224887556,36.90638903,0.874116121,2.2911117,6.954918544,74.83091736,8.362229347,7.86214304,NA
1998,Australia,AUS,0,100,0,0,1,100,0,0,22.4,3,1,0,1,4,0.8187919,39.00431,4.952287392,0.86013463,33.38723652,2.529150711,3.596962903,5.492970528,74.77274323,7.675596714,7.817552567,NA
1999,Australia,AUS,0,100,0,0,1,100,0,0,22.4,3,1,0,1,4,0.7583891,40.90111,4.063795983,1.483129403,28.40747696,2.598658737,3.407555345,6.009311943,74.56754303,6.872334003,7.951595783,NA
2000,Australia,AUS,0,100,0,0,1,100,0,0,22.4,3,1,0,1,4,0.6979864,44.11457,3.519458677,4.457435148,27.14736248,1.501487928,2.232839982,6.314569334,75.06783295,6.282619476,8.453321457,NA
2001,Australia,AUS,0,100,0,0,1,100,0,0,25.3,3,1,0,1,4,0.6979864,41.32108,2.503298402,4.407135362,26.11497476,0.027302424,0.392386602,5.615264328,75.35137939,6.742313385,8.285956383,29.9
2002,Australia,AUS,0,100,0,0,1,100,0,0,25.3,3,1,0,1,4,0.6979864,39.95907,3.981490931,2.981574539,24.49567207,1.567939121,1.975959206,5.843957711,75.5111618,6.36761713,8.032316208,NA
2003,Australia,AUS,0,100,0,0,1,100,0,0,25.3,3,1,0,1,4,0.6979864,36.71717,2.996757705,2.732595966,21.78549419,2.665192102,2.943542406,5.366775498,75.82128906,5.928697109,8.421874046,28.9
2004,Australia,AUS,0,100,0,0,1,100,0,0,24.7,3,1,0,1,4,0.6979864,38.85028,3.944262166,2.343255225,22.09790429,1.787714252,2.070509547,5.590774508,75.78665924,5.3947258,8.124441147,NA
2005,Australia,AUS,0,100,0,0,1,100,0,0,24.7,3,1,0,1,4,0.6979864,40.99941,3.201941151,2.691831683,21.88969507,2.221991389,2.428702756,5.339973114,76.97746277,5.032479763,7.799626827,NA
2006,Australia,AUS,0,100,0,0,1,100,0,0,24.7,3,1,0,1,4,0.6979864,41.38375,2.7226356,3.555287737,20.78889821,2.555420379,2.606336288,5.587872244,77.50247192,4.782290936,7.543864727,NA
2007,Australia,AUS,0,92.05,0,7.95,2,92.05,0,7.95,26.7,3,1,0,1,4,0.6979864,42.10105,4.528598807,2.327611289,20.41036822,1.966042449,1.920495019,5.994520837,78.0697403,4.376953125,7.401368618,NA
2008,Australia,AUS,0,0,0,100,5,0,0,100,26.7,3,1,0,1,4,0.6979864,44.96071,2.450754612,4.35029855,21.54224627,-0.293478533,-0.443007827,5.81794394,78.4956665,4.234158516,8.944079399,30.8
2009,Australia,AUS,0,0,0,100,5,0,0,100,27.3,3,1,0,1,4,0.6979864,39.89328,1.787022427,1.771117166,27.09156667,-4.030583139,-3.899882568,5.039511842,78.52774048,5.560664654,7.696137428,NA
2010,Australia,AUS,0,0,0,100,5,0,0,100,24.7,3,1,0,1,4,0.6979864,41.30005,2.378076584,2.918340027,30.27138954,-4.618798733,-4.224744184,5.366041667,78.7230835,5.211327553,7.550966263,30.4
2011,Australia,AUS,0,0,0,100,5,0,0,100,24.7,3,1,0,1,4,0.6979864,42.77332,2.565425363,3.303850156,33.869241,-3.441701353,-2.929386244,4.879583333,79.08117676,5.080886841,7.61405611,NA
2012,Australia,AUS,0,0,0,100,5,0,0,100,24.7,3,1,0,1,4,0.7583891,40.99572,3.692432929,1.762780156,37.26726946,-3.023158621,-2.538094638,3.379166667,79.0894928,5.220877647,7.713896275,NA
2013,Australia,AUS,0,28.77,0,71.23,4,28.77,0,71.23,26,3,1,0,1,4,0.8187919,42.23978,2.136634042,2.449888641,38.14959524,-2.044621344,-1.449443548,3.697291667,79.08939362,5.655786991,7.915518761,NA
2014,Australia,AUS,0,100,0,0,1,100,0,0,26,3,1,0,1,4,0.8791946,41.94749,2.761978944,2.487922705,42.08710882,-2.074390296,-1.405390861,3.656666667,79.0151062,6.073657513,7.998683929,NA
2015,Australia,AUS,0,100,0,0,1,100,0,0,26.7,3,1,0,1,4,0.9395973,NA,2.392559345,1.508366722,44.20439952,-1.489359879,-0.919556693,2.710833333,NA,6.060211182,7.986577511,NA
1960,Austria,AUT,0,0,50,50,3,0,50.32,49.68,5.5,2,1,1,2,2,NA,44.32778,NA,1.945749856,NA,-0.499565763,-0.308381381,NA,NA,1.899999976,12.9,NA
1961,Austria,AUT,0,0,50,50,3,0,50.32,49.68,5.5,2,1,1,2,2,NA,42.83865,5.312079256,3.542256369,NA,1.711179778,1.90736037,NA,NA,1.5,9.62,NA
1962,Austria,AUT,0,0,50,50,3,0,50.32,49.68,5.5,2,1,1,2,2,NA,43.41569,2.397500496,4.381785519,NA,1.142726573,1.360578326,NA,NA,1.5,10.69,NA
1963,Austria,AUT,0,0,50,50,3,0,51.29,48.71,5.5,2,1,1,2,2,NA,44.16345,4.079030124,2.708769829,NA,-0.508518486,-0.328779544,NA,NA,1.600000024,11.14,NA
1964,Austria,AUT,0,0,50,50,3,0,51.58,48.42,5.5,2,1,1,2,2,NA,44.58187,6.037776518,3.868570596,NA,0.486045572,0.686215443,NA,NA,1.5,11.23,NA
1965,Austria,AUT,0,0,50,50,3,0,51.58,48.42,5.5,2,1,1,2,2,NA,45.69413,2.858003644,4.930911131,NA,1.413738385,1.669168185,6.49966233,NA,1.5,11.23,NA
1966,Austria,AUT,0,0,85.21,14.79,2,0,85.67,14.33,5.5,2,1,1,2,2,NA,46.35461,5.642936713,2.054820493,NA,1.767237222,2.038259035,6.900639834,NA,1.399999976,11.41,NA
1967,Austria,AUT,0,0,100,0,1,0,100,0,5.5,2,1,1,2,2,NA,45.76245,3.007756565,3.974668476,NA,-0.573587114,-0.342332981,7.204284625,NA,1.5,11.94,NA
1968,Austria,AUT,0,0,100,0,1,0,100,0,5.5,2,1,1,2,2,NA,46.42385,4.472321612,2.764866082,NA,-0.847739121,-0.414807283,7.73254337,67.68663,1.600000024,15.9,NA
1969,Austria,AUT,0,0,100,0,1,0,100,0,5.5,2,1,1,2,2,NA,49.92079,6.276184396,3.080402478,NA,-0.080016943,0.386122806,7.507097512,66.0722,1.600000024,11.9,NA
1970,Austria,AUT,0,0,30.41,64.24,4,0,30.41,69.59,4.8,2,1,1,2,2,0.4491701,54.96963,7.122828881,4.37282548,18.54535025,1.258950281,1.705689462,7.801591364,65.54275,1.100000024,15.38017,NA
1971,Austria,AUT,0,0,0,91.03,5,0,0,100,6,2,1,1,2,2,0.4491701,54.48865,5.113129298,4.704261548,17.45513194,1.57875902,1.954404083,7.695939615,65.31454,1,15.57886,NA
1972,Austria,AUT,0,0,0,85.71,5,0,0,100,6,2,1,1,2,2,0.4491701,54.40398,6.20786096,6.355140627,16.74207013,2.136365007,2.553005448,7.369833429,65.27269,0.899999976,15.41873,NA
1973,Austria,AUT,0,0,0,85.71,5,0,0,100,6,2,1,1,2,2,0.6979864,54.56502,4.887300542,7.531080802,16.74426402,1.338382867,1.769905804,8.23584501,65.09091,0.800000012,15.33912,NA
1974,Austria,AUT,0,0,0,85.71,5,0,0,100,6,2,1,1,2,2,0.6979864,59.68581,3.943750374,9.521791416,16.86910209,1.329472478,1.781209872,9.722456629,66.69230652,1,15.50537,NA
1975,Austria,AUT,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,56.71169,-0.362303213,8.445255488,22.92002562,-2.607419842,-2.024813448,9.590183967,65.62006378,1.399999976,16.89747,NA
1976,Austria,AUT,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,60.0346,4.577002439,7.318689375,26.2722805,-3.943355915,-3.089456599,8.736650939,65.23451233,1.399999976,15.12178394,NA
1977,Austria,AUT,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,60.3958,5.079980803,5.494609783,28.58035724,-2.520224489,-1.523397292,8.715021447,65.63330078,1.600000024,15.26456417,NA
1978,Austria,AUT,0,0,0,85.71,5,0,0,100,7.7,2,1,1,2,2,0.6979864,59.78622,-0.210653479,3.574322434,32.2539114,-3.16427361,-1.930048906,8.200073158,66.00655365,1.5,16.65536482,NA
1979,Austria,AUT,0,0,0,94.95,5,0,0,100,9.8,2,1,1,2,2,0.6979864,63.44267,5.356699838,3.707406163,34.23885618,-2.916190857,-1.589265742,7.949670193,65.95554352,1.399999976,16.53236197,NA
1980,Austria,AUT,0,0,0,100,5,0,0,100,9.8,2,1,1,2,2,0.6979864,66.95664,1.73148542,6.328317796,35.83927874,-2.195564402,-0.801743837,9.307336765,65.79077148,1.799999952,16.42090926,NA
1981,Austria,AUT,0,0,0,100,5,0,0,100,9.8,2,1,1,2,2,0.6979864,68.53176,-0.144294507,6.80304336,37.60037662,-2.208032786,-0.688692347,10.58846821,65.81881714,2.599999905,16.86494659,NA
1982,Austria,AUT,0,0,0,100,5,0,0,100,9.8,2,1,1,2,2,0.6979864,64.24455,2.011254375,5.436025891,39.96690658,-3.834991575,-1.935636386,9.906307311,65.8865509,3.099999905,17.19825326,NA
1983,Austria,AUT,0,12.16,0,87.84,4,7.19,0,92.81,9.3,2,1,1,2,2,0.6979864,62.59597,2.97308801,3.339166842,44.22501172,-4.737933505,-2.843126513,8.160141788,65.07145691,3.200000048,17.32162433,NA
1984,Austria,AUT,0,20,0,80,4,11.83,0,88.17,9.3,2,1,1,2,2,0.6979864,66.70715,0.051275236,5.66318949,46.65348423,-3.090153731,-0.842516838,8.002080116,65.95384979,3.299999952,17.48831294,NA
1985,Austria,AUT,0,20,0,80,4,11.83,0,88.17,9.3,2,1,1,2,2,0.6979864,70.22265,2.498678504,3.189511416,48.83792535,-3.231281676,-0.915688012,7.756668573,65.54515076,3.599999905,17.83247148,NA
1986,Austria,AUT,0,19.32,0,80.68,4,11.83,0,88.17,11.5,2,1,1,2,2,0.6979864,64.14208,2.301392772,1.705445501,53.51793414,-4.336131245,-1.879907466,7.317423506,65.91539764,3.900000095,17.94220575,NA
1987,Austria,AUT,0,1.03,44.11,48.56,3,0.65,46.38,52.97,11.5,2,1,1,2,2,0.6979864,62.97889,1.357168012,1.401954892,57.7267442,-4.971036531,-2.29039129,6.926428844,66.65390778,3.700000048,18.45595294,20.4
1988,Austria,AUT,0,0,46.67,46.67,3,0,49.07,50.93,11.5,2,1,1,2,2,0.6979864,66.69495,3.295880224,1.915720211,58.79246347,-3.688630614,-1.082886806,6.659387809,66.57533264,3.5,18.08699805,NA
1989,Austria,AUT,0,0,46.79,46.79,3,0,49.07,50.93,11.5,2,1,1,2,2,0.6979864,70.67863,3.887074779,2.568346715,57.62057451,-3.304143043,-0.690949438,7.126917596,66.83128357,3.200000048,17.60273045,NA
1990,Austria,AUT,0,0,46.71,46.71,3,0,48.81,51.19,19.7,2,1,1,2,2,0.6979864,71.63071,4.345641539,3.26187148,57.21163919,-2.733510473,0.018384757,8.7275,67.6261673,3.299999952,17.54958369,NA
1991,Austria,AUT,0,0,47.06,47.06,3,0,42.88,57.12,19.7,2,1,1,2,2,0.7583891,70.18755,3.441627414,3.3374261,57.49884244,-3.165039343,-0.219139816,8.546666667,68.18771362,3.5,17.54110214,NA
1992,Austria,AUT,0,0,43.75,50,3,0,42.88,57.12,19.7,2,1,1,2,2,0.8187919,67.76431,2.093524731,4.020846842,57.47569664,-2.169379387,0.766209593,8.139166667,69.30995178,3.5,17.95757946,NA
1993,Austria,AUT,0,0,43.75,50,3,0,42.88,57.12,19.7,2,1,1,2,2,0.8791946,63.39091,0.52680946,3.631785544,61.93698018,-4.704046845,-1.604441311,6.705,69.69590759,4,19.28439217,NA
1994,Austria,AUT,0,0,43.75,50,3,0,43.02,56.98,21.9,2,1,1,2,2,0.9395973,66.11781,2.402118767,2.953406524,65.182568,-5.222223082,-2.369704896,7.025,71.0736618,4.300000191,19.47229411,26.3
1995,Austria,AUT,1,0,43.75,50,3,0,44.44,55.56,23.5,3,1,1,2,2,1,68.39204,2.667983664,2.243363754,69.51380603,-6.169625256,-2.921929387,7.134166667,71.46148682,4.199999809,19.92365265,26.7
1996,Austria,AUT,1,0,43.03,50,3,0,42.69,57.31,23.5,3,1,1,2,2,1,70.20658,2.398314295,1.860974109,70.04181474,-4.377736577,-1.04982829,6.3225,70.69908905,4.699999809,19.83995247,NA
1997,Austria,AUT,1,0,45.91,46.44,3,0,42.26,57.74,26.2,3,1,1,2,2,1,74.99297,2.47835609,1.305983304,65.50676885,-2.376710723,0.650360663,5.6825,70.69329834,4.699999809,19.21102524,25.2
1998,Austria,AUT,1,0,46.15,46.15,3,0,42.26,57.74,26.2,3,1,1,2,2,1,77.0878,3.523382061,0.922466866,67.3096701,-2.725882791,0.229216135,4.713333333,70.62812042,4.699999809,18.85987854,NA
1999,Austria,AUT,1,0,46.15,46.15,3,0,42.26,57.74,26.8,4,1,1,2,2,1,78.37926,3.432050094,0.568986519,70.66357164,-2.580611997,0.183336373,4.679166667,70.79036713,4.199999809,18.90051842,NA
2000,Austria,AUT,1,45.36,49.64,4.29,2,45.36,49.28,5.36,26.8,4,1,1,2,2,1,85.47379,3.645728637,2.344868397,70.47045413,-2.065249999,0.666952655,5.556666667,70.59668732,3.900000095,18.71364212,24.4
2001,Austria,AUT,1,50,50,0,1,50,50,0,26.8,4,1,1,2,2,1,87.63861,1.318766386,2.65,71.57157184,-0.65932053,2.026926452,5.079166667,70.65927124,4,18.60942459,NA
2002,Austria,AUT,1,50,50,0,1,50,50,0,33.9,4,1,1,2,2,1,86.95995,1.524311326,1.810358824,74.96571692,-1.415095702,1.177108598,4.964166667,71.38015747,4.400000095,18.82773781,NA
2003,Austria,AUT,1,28.97,64.02,0,1,23.5,76.5,0,33.9,4,1,1,2,2,1,86.49207,0.802209604,1.355553784,73.68000829,-1.829530952,0.572972081,4.140833333,71.6606369,4.800000191,19.08881187,NA
2004,Austria,AUT,1,25,66.67,0,1,18.49,81.51,0,33.9,4,1,1,2,2,1,90.93435,2.406833942,2.061206829,72.97298652,-4.869798674,-2.603977111,4.130833333,69.97081757,5.5,18.75677872,26
2005,Austria,AUT,1,25,66.67,0,1,18.49,81.51,0,33.9,4,1,1,2,2,1,94.162,2.404660247,2.299137725,80.35832762,-2.551982631,-0.186555917,3.394166667,71.25276947,5.599999905,18.38542175,NA
2006,Austria,AUT,1,25,66.67,0,1,18.49,81.51,0,32.2,4,1,1,2,2,1,98.23026,3.608082693,1.441546538,77.74245325,-2.571213568,-0.245483475,3.8,72.28515625,5.300000191,18.04764748,NA
2007,Austria,AUT,1,0.68,50.46,48.63,3,0.51,50.13,49.36,32.8,4,1,1,2,2,1,100.8188,3.520726842,2.168555939,74.60189906,-1.388901351,0.804733535,4.2975,73.69026947,4.900000095,17.48859978,27
2008,Austria,AUT,1,0,50,50,3,0,49.09,50.91,27.3,4,1,1,2,2,1,102.125,1.173713331,3.215951118,80.10008479,-1.535259655,0.689333062,4.358333333,74.18611908,4.099999905,17.69070053,NA
2009,Austria,AUT,1,0,50,50,3,0,47.29,52.71,27.9,4,1,1,2,2,1,86.80704,-3.549965399,0.506309394,92.40839071,-5.391461639,-3.186824145,3.936666667,74.73423767,5.300000191,19.15859604,NA
2010,Austria,AUT,1,0,50,50,3,0,47.29,52.71,27.9,4,1,1,2,2,1,98.68309,1.807396496,1.813531737,96.11181298,-4.476504879,-2.301011975,3.225833333,74.77069855,4.800000191,19.26993561,26.4
2011,Austria,AUT,1,0,50,50,3,0,47.29,52.71,27.9,4,1,1,2,2,1,104.8239,2.965490891,3.286583054,96.64142301,-2.588437725,-0.4511127,3.319166667,74.8190918,4.599999905,18.59932518,NA
2012,Austria,AUT,1,0,50,50,3,0,47.29,52.71,27.9,4,1,1,2,2,1,105.0202,0.676581982,2.485675087,102.8505639,-2.222233919,-0.043005343,2.3725,75.4109726,4.900000095,18.75533867,NA
2013,Austria,AUT,1,0,50,50,3,0,47.3,52.7,33.3,4,1,1,2,2,1,103.4562,0.109557984,2.000157493,99.03901453,-1.367499353,0.758044707,2.01,75.97358704,5.400000095,19.12341881,26.2
2014,Austria,AUT,1,0,50,50,3,0,47.5,52.5,32.2,4,1,1,2,2,1,102.7419,0.764267815,1.605805605,106.7682522,-2.736833599,-0.720422644,1.4875,NA,5.599999905,19.26266861,NA
2015,Austria,AUT,1,0,50,50,3,0,47.50462107,52.49537893,30.6,4,1,1,2,2,1,NA,0.798144722,0.896565287,106.2023331,-1.078629805,0.798946654,0.746351667,NA,5.699999809,19.21413994,NA
1960,Belgium,BEL,1,33.88,66.12,0,1,16.78,83.22,0,4.2,3,0,0,2,3,NA,68.07166,NA,0.299455811,NA,NA,NA,5.548333333,62.24607086,2.200000048,11.3,NA
1961,Belgium,BEL,1,10.93,60.75,28.32,2,5.24,62.68,32.08,5.2,3,0,0,2,3,NA,69.81708,4.974011877,0.992679933,NA,NA,NA,5.871666667,62.40021896,1.799999952,11,NA
1962,Belgium,BEL,1,0,58.82,41.18,3,0,53.36,46.64,5.2,3,0,0,2,3,NA,69.67238,5.181514819,1.40460398,NA,NA,NA,5.1775,63.07973099,1.700000048,11.3,NA
1963,Belgium,BEL,1,0,58.82,41.18,3,0,53.36,46.64,5.2,3,0,0,2,3,NA,71.72562,4.404047694,2.148015509,NA,NA,NA,5.2825,62.88354111,1.5,11.4,NA
1964,Belgium,BEL,1,0,58.82,41.18,3,0,53.36,46.64,5.2,3,0,0,2,3,NA,73.9077,6.94762637,4.16874923,NA,NA,NA,6.451666667,63.09677887,1.399999976,10.9,NA
1965,Belgium,BEL,1,0,59.33,40.67,3,0,53.89,46.11,3.3,3,0,0,2,3,NA,73.89607,3.586145174,4.065198949,NA,NA,NA,6.438333333,63.007061,1.600000024,12.4,NA
1966,Belgium,BEL,1,28.97,62.48,8.55,2,30.17,60.12,9.7,3.3,3,0,0,2,3,NA,74.801,3.106993786,4.174351161,NA,NA,NA,6.651666667,63.09769058,1.700000048,12.8,NA
1967,Belgium,BEL,1,36.84,63.16,0,1,38.37,61.63,0,3.3,3,0,0,2,3,NA,73.89609,3.868788989,2.730299028,NA,NA,NA,6.684166667,63.04132843,2.400000095,13,NA
1968,Belgium,BEL,1,17.01,61.06,21.93,2,17.72,57.51,24.77,3.8,3,0,0,2,3,NA,78.77016,4.172230201,2.70145519,NA,NA,NA,6.545,63.08481979,2.799999952,14,NA
1969,Belgium,BEL,1,0,59.26,40.74,3,0,53.97,46.03,3.8,3,0,0,2,3,NA,84.63708,6.623164179,3.753991721,72.46005345,NA,NA,7.293333333,63.58671951,2.200000048,13.7,NA
1970,Belgium,BEL,1,0,59.26,40.74,3,0,53.97,46.03,3.8,3,0,0,2,3,0.834303,87.07561,6.191994189,3.908470506,69.6293735,-4.2552018,-1.513471797,7.804166667,61.9433403,1.799999952,11.66327,NA
1971,Belgium,BEL,1,0,59.26,40.74,3,0,53.97,46.03,2.8,3,0,0,2,3,0.834303,84.94888,3.75302137,4.343628638,68.74977137,-5.265899557,-2.337775981,7.321666667,62.19546127,1.700000048,11.88526,NA
1972,Belgium,BEL,1,0,52.99,47.01,3,0,53.97,46.03,2.8,3,0,0,2,3,0.834303,84.57853,5.25564666,5.448431798,68.40430799,-7.040547274,-4.058497897,7.044166667,62.03071976,2.200000048,12.34537,NA
1973,Belgium,BEL,1,16.94,41.71,41.35,3,12.54,45.87,41.59,2.8,3,0,0,2,3,0.834303,93.44604,6.12232757,6.955277903,66.04145875,-5.904858072,-2.911064326,7.494166667,62.27930069,2.200000048,12.81838,NA
1974,Belgium,BEL,1,25.72,61.5,12.78,2,15.03,72.08,12.89,6.6,3,0,0,2,3,0.834303,104.4956,4.19963425,12.67788795,61.700689,-4.563182644,-1.547526661,8.768333333,62.84872055,2.299999952,13.23755,NA
