iso,country.name,cown,year,deficit/gdp
BRA,Brazil,140,2011,-2.538946554
BRA,Brazil,140,2012,-2.317914081
BRA,Brazil,140,2013,-3.308938617
BRA,Brazil,140,2014,-5.87713726
LVA,Latvia,367,1995,-1.428006871
LVA,Latvia,367,1996,-0.420894944
LVA,Latvia,367,1997,1.413575216
LVA,Latvia,367,1998,0.028728164
LVA,Latvia,367,1999,-3.732542619
LVA,Latvia,367,2000,-2.730834888
LVA,Latvia,367,2001,-1.948227079
LVA,Latvia,367,2002,-2.282110979
LVA,Latvia,367,2003,-1.455198143
LVA,Latvia,367,2004,-0.919019486
LVA,Latvia,367,2005,-0.364265315
LVA,Latvia,367,2006,-0.487783343
LVA,Latvia,367,2007,-0.512659053
LVA,Latvia,367,2008,-4.204263151
LVA,Latvia,367,2009,-9.126930189
LVA,Latvia,367,2010,-8.685864289
LVA,Latvia,367,2011,-4.306704886
LVA,Latvia,367,2012,-1.205632211
LVA,Latvia,367,2013,-0.961881612
LVA,Latvia,367,2014,-1.220670719
LVA,Latvia,367,2015,-1.225435977
LVA,Latvia,367,2016,0.037991409
COL,Colombia,100,2000,-5.253895104
COL,Colombia,100,2001,-4.776157732
COL,Colombia,100,2002,-4.088487423
COL,Colombia,100,2003,-3.044300428
COL,Colombia,100,2004,-3.480286715
COL,Colombia,100,2005,-3.332000611
COL,Colombia,100,2006,-1.908058911
COL,Colombia,100,2007,-1.580014476
COL,Colombia,100,2008,-1.865911803
COL,Colombia,100,2009,-1.012192681
COL,Colombia,100,2010,-2.182322673
COL,Colombia,100,2011,-0.974037497
COL,Colombia,100,2012,-0.620257738
COL,Colombia,100,2013,-2.359615875
COL,Colombia,100,2014,-3.174232067
COL,Colombia,100,2015,-3.20838421
CRI,Costa Rica,94,2000,-0.936385613
CRI,Costa Rica,94,2001,-1.492852397
CRI,Costa Rica,94,2002,-2.248195017
CRI,Costa Rica,94,2003,-1.182432359
CRI,Costa Rica,94,2004,-1.386924528
CRI,Costa Rica,94,2005,-2.272509623
CRI,Costa Rica,94,2006,0.149106884
CRI,Costa Rica,94,2007,1.224300485
CRI,Costa Rica,94,2008,-1.500786887
CRI,Costa Rica,94,2009,-2.850266428
CRI,Costa Rica,94,2010,-5.922281789
CRI,Costa Rica,94,2011,-4.809451193
CRI,Costa Rica,94,2012,-1.759511681
CRI,Costa Rica,94,2013,-2.677555442
CRI,Costa Rica,94,2014,-1.450365266
CRI,Costa Rica,94,2015,-2.51084677
CRI,Costa Rica,94,2016,-2.985344529
LTU,Lithuania,368,1995,-1.546906902
LTU,Lithuania,368,1996,-3.249486981
LTU,Lithuania,368,1997,-11.75341413
LTU,Lithuania,368,1998,-3.03241646
LTU,Lithuania,368,1999,-2.821882829
LTU,Lithuania,368,2000,-3.184727546
LTU,Lithuania,368,2001,-3.526783569
LTU,Lithuania,368,2002,-1.854998698
LTU,Lithuania,368,2003,-1.264242112
LTU,Lithuania,368,2004,-1.392224155
LTU,Lithuania,368,2005,-0.34305684
LTU,Lithuania,368,2006,-0.272102307
LTU,Lithuania,368,2007,-0.815339539
LTU,Lithuania,368,2008,-3.083041713
LTU,Lithuania,368,2009,-9.105648216
LTU,Lithuania,368,2010,-6.900718922
LTU,Lithuania,368,2011,-8.939733443
LTU,Lithuania,368,2012,-3.145481048
LTU,Lithuania,368,2013,-2.609923444
LTU,Lithuania,368,2014,-0.617365641
LTU,Lithuania,368,2015,-0.244772372
LTU,Lithuania,368,2016,0.26636791
IDN,Indonesia,850,2010,-0.339626152
IDN,Indonesia,850,2011,-1.035158769
IDN,Indonesia,850,2012,-1.343365373
IDN,Indonesia,850,2013,-2.073860832
IDN,Indonesia,850,2014,-1.858321585
IDN,Indonesia,850,2015,-2.773828021
IDN,Indonesia,850,2016,-2.404084236
